Date,Close,High,Low,Open,Volume,Prev_Close,MA_10,MA_50
1981-02-24,0.106027,0.107143,0.106027,0.107143,16979200,0.109932996,0.11467629899999998,0.13257809937999998
1981-02-25,0.112723,0.113280997,0.112723,0.112723,19488000,0.106027,0.11378339900000001,0.13226559952
1981-02-26,0.114396997,0.114955001,0.114396997,0.114396997,10841600,0.112723,0.11344849840000001,0.13212049945999998
1981-02-27,0.118303999,0.119419999,0.118303999,0.118303999,14761600,0.114396997,0.1136159986,0.13223211944
1981-03-02,0.118862003,0.119419999,0.118862003,0.118862003,11760000,0.118303999,0.1141182989,0.13229909956
1981-03-03,0.117187999,0.117746003,0.117187999,0.117746003,16172800,0.118862003,0.1141741991,0.13226561947999999
1981-03-04,0.116071001,0.116628997,0.116071001,0.116628997,13708800,0.117187999,0.1136160992,0.13206471964
1981-03-05,0.115512997,0.116071001,0.115512997,0.116071001,5376000,0.116071001,0.1137276992,0.1317298995
1981-03-06,0.114396997,0.115512997,0.114396997,0.115512997,11603200,0.115512997,0.11434149889999998,0.13126113952000001
1981-03-09,0.105469003,0.106027,0.105469003,0.106027,15321600,0.114396997,0.1138950996,0.13046873958
1981-03-10,0.100446001,0.101003997,0.100446001,0.101003997,28380800,0.105469003,0.1133369997,0.1293080196
1981-03-11,0.096539997,0.097655997,0.096539997,0.097655997,29859200,0.100446001,0.11171869939999998,0.12802453954
1981-03-12,0.100446001,0.101003997,0.100446001,0.100446001,59248000,0.096539997,0.11032359979999999,0.12689729948
1981-03-13,0.099330001,0.099887997,0.099330001,0.099887997,231302400,0.100446001,0.1084262,0.12583701944
1981-03-16,0.103237003,0.104353003,0.103237003,0.103237003,37228800,0.099330001,0.10686369999999998,0.1248213995
1981-03-17,0.108259,0.109375,0.108259,0.108259,43747200,0.103237003,0.1059708001,0.12397317936
1981-03-18,0.114955001,0.116071001,0.114955001,0.114955001,36937600,0.108259,0.10585920010000001,0.12339281952
1981-03-19,0.113839,0.114396997,0.113839,0.114396997,37811200,0.114955001,0.1056918004,0.1229128996
1981-03-20,0.114955001,0.116071001,0.114955001,0.114955001,14604800,0.113839,0.10574760079999998,0.12251109948
1981-03-23,0.119419999,0.120536,0.119419999,0.119419999,22019200,0.114955001,0.1071427004,0.12205351953999999
1981-03-24,0.118862003,0.119419999,0.118862003,0.119419999,28156800,0.119419999,0.1089843006,0.12160709952000001
1981-03-25,0.116628997,0.117746003,0.116628997,0.117746003,7056000,0.118862003,0.1109932006,0.12121645946
1981-03-26,0.114396997,0.114955001,0.114396997,0.114955001,12275200,0.116628997,0.11238830020000001,0.12077001934
1981-03-27,0.110491,0.111048996,0.110491,0.111048996,12252800,0.114396997,0.1135044001,0.1201896592
1981-03-30,0.110491,0.111607,0.110491,0.110491,9900800,0.110491,0.1142297998,0.1196316192
1981-03-31,0.109375,0.110491,0.109375,0.110491,15993600,0.110491,0.11434139980000002,0.11888385926
1981-04-01,0.108259,0.108817004,0.108259,0.108817004,34070400,0.109375,0.11367179969999999,0.11820305934
1981-04-02,0.117746003,0.118303999,0.117746003,0.117746003,31404800,0.108259,0.1140625,0.11765619940000001
1981-04-03,0.118303999,0.118862003,0.118303999,0.118303999,16486400,0.117746003,0.11439739980000001,0.11708701944
1981-04-06,0.116071001,0.116628997,0.116071001,0.116628997,22803200,0.118303999,0.1140625,0.1164843396
1981-04-07,0.114955001,0.115512997,0.114955001,0.115512997,10684800,0.116071001,0.1136717998,0.11590397976
1981-04-08,0.120536,0.121652,0.120536,0.120536,21952000,0.114955001,0.1140625001,0.11545755976
1981-04-09,0.122768,0.123326004,0.122768,0.122768,12499200,0.120536,0.1148996004,0.11514505976
1981-04-10,0.124442004,0.125,0.124442004,0.124442004,33465600,0.122768,0.1162947008,0.11496647992
1981-04-13,0.124442004,0.125,0.124442004,0.124442004,16060800,0.124442004,0.11768980119999999,0.11493300013999999
1981-04-14,0.124442004,0.125,0.124442004,0.124442004,6652800,0.124442004,0.11919650159999999,0.11504460016
1981-04-15,0.118303999,0.118862003,0.118303999,0.118862003,34048000,0.124442004,0.12020100149999999,0.11494416006
1981-04-16,0.111607,0.112164997,0.111607,0.112164997,23878400,0.118303999,0.1195871012,0.11462049998
1981-04-20,0.114955001,0.115512997,0.114955001,0.114955001,35347200,0.111607,0.1192522014,0.11436379992
1981-04-21,0.122768,0.123326004,0.122768,0.122768,28537600,0.114955001,0.1199219013,0.11425220005999998
1981-04-22,0.127232,0.127790004,0.127232,0.127232,18995200,0.122768,0.1211496012,0.11436380006
1981-04-23,0.130579993,0.131137997,0.130579993,0.130579993,58016000,0.127232,0.1221540005,0.11454235992
1981-04-24,0.129464,0.130579993,0.129464,0.130579993,35056000,0.130579993,0.12282360049999999,0.11477671985999999
1981-04-27,0.128347993,0.128905997,0.128347993,0.128905997,38528000,0.129464,0.1232141994,0.11501109978
1981-04-28,0.126115993,0.126673996,0.126115993,0.126673996,32188800,0.128347993,0.12338159829999999,0.11525663963999999
1981-04-29,0.124442004,0.125,0.124442004,0.125,13641600,0.126115993,0.12338159829999999,0.11541289978
1981-04-30,0.126673996,0.127790004,0.126673996,0.126673996,12611200,0.124442004,0.12421859800000001,0.1155133397
1981-05-01,0.126673996,0.127790004,0.126673996,0.126673996,16553600,0.126673996,0.1257252976,0.11575887968
1981-05-04,0.126115993,0.126673996,0.126115993,0.126673996,14448000,0.126673996,0.1268413968,0.11611601953999999
1981-05-05,0.125558004,0.126115993,0.125558004,0.126115993,17539200,0.126115993,0.1271203972,0.11642851970000001
1981-05-06,0.122210003,0.122768,0.122210003,0.122768,18950400,0.125558004,0.1266181975,0.11675217976
1981-05-07,0.123884,0.124442004,0.123884,0.123884,9363200,0.122210003,0.1259485982,0.11697539976000002
1981-05-08,0.125,0.125558004,0.125,0.125,7907200,0.123884,0.12550219820000003,0.11718745982000002
1981-05-11,0.122210003,0.122768,0.122210003,0.122768,11939200,0.125,0.12488839920000001,0.1172655799
1981-05-12,0.122210003,0.123884,0.122210003,0.122210003,4256000,0.122210003,0.12449780020000001,0.11733253989999999
1981-05-13,0.121652,0.123326004,0.121652,0.122210003,4905600,0.122210003,0.12421879980000002,0.11742181992
1981-05-14,0.119978003,0.121094003,0.119978003,0.121094003,4928000,0.121652,0.1235492005,0.11749995996
